0500005147;100005228
0500004823;100005141
0500004328;100004966
0500004048;100004908
0500004585;100005056
0500004743;100005029 - bis
0500005095;100005029-Bis
0500005044;100005198
0500003852;100004846
0500003854;100004845
0500003855;100004844
0500003857;100004843
0500004000;100004897
0500004990;100004923
0500005059;100005205
0500003859;100004842
0500003861;100004841
0500004051;100004911
0500004052;100004913
0500004053;100004912
0500005293;100005302
0500004927;100005172
0500004928;100005179
0500004929;100005182
0500004930;100005184
0500004931;100005167
0500004932;100005169
0500004933;100005170
0500004934;100005171
0500004935;100005175
0500004937;100005177
0500004938;100005178
0500004939;100005180
0500004940;100005181
0500004941;100005183
0500004993;100005192
0500004600;100005029
0500003862;100004840
0500003863;100004839
0500004599;100004978
0500004601;100005030
0500004602;100005057
0500004603;100005040
0500003867;100004838
0500004061;100004914
0500005298;100005273
0500004946;100005176
0500004497;100005036
0500004607;100005043
0500004604;100005058
0500004605;100005025
0500004606;100005059
0500005103;100005220
0500005105;100005214
0500005106;100005217
0500005107;100005218
0500005108;100005219
0500005109;100005222
0500004067;100004915
0500004874;100005157
0500004875;100005158
0500004876;100005162
0500004879;100005159
0500004950;100005175
0500004608;100005061
0500005068;100005207
0500005185;100005250
0500005238;100005275
0500005239;100005277
0500005241;100005279
0500005242;100005280
0500005243;100005281
0500005244;100005284
0500005245;100005276
0500005246;100005282
0500005247;100005283
0500004955;100005013
0500004609;100005015
0500005069;100005204
0500004112;100004924
0500004114;100004925
0500004117;100004929
0500005346;100005316
0500005347;100005319
0500005348;100005320
0500005349;100005321
0500005351;100005324
0500005352;100005326
0500005353;100005328
0500005354;100005329
0500005355;100005317
0500004886;100005121
0500005070;100005202
0500005072;100005210
0500004460;100005032
0500005195;200000080
0500005251;100005235
0500004889;100005131
0500004493;100005035
0500004507;100005038
0500004523;100005044
0500005129;100005225
0500005130;100005227
0500005131;100005229
0500005132;100005230
0500005133;100005231
0500005135;100005237
0500005138;100005246
0500005139;100005247
0500005140;100005252
0500005141;100005253
0500005143;100005257
0500005144;100005258
0500005145;100005259
0500004027;100004901
0500004031;100004902
0500004029;100004900
0500005146;100005226
0500005127;100005224
0500005104;100005221
0500005102;100005216
0500005200;100005235
0500005240;100005278
0500005020;100005193
0500005021;100005196
0500005022;100005194
0500004633;100005074
0500004634;100005024
0500004635;100005019
0500004636;100005079
0500005148;100005234
0500005149;100005236
0500005150;100005239
0500005151;100005240
0500005152;100005242
0500005153;100005243
0500005154;100005245
0500005156;100005249
0500005157;100005255
0500005158;100005256
0500005159;100005260
0500005160;100005261
0500005161;200000080
0500004032;100004903
0500004086;100004917
0500005206;100005267
0500005155;100005248
0500005023;100005195
0500004524;100005042
0500004640;100005084
0500004641;100005083
0500004642;100005082
0500004643;100005081
0500004644;100005080
0500004645;100005078
0500004647;100005077
0500004648;100005076
0500004649;100005075
0500004650;100005073
0500004651;100005069
0500004652;100005067
0500004654;100005023
0500004655;100005060
0500004656;100005064
0500005207;100005269
0500005208;100005271
0500005209;100005272
0500005210;200000078
0500005211;100005266
0500005212;100005268
0500005213;100005270
0500005264;100005289
0500005265;100005290
0500005266;100005296
0500005267;100005285
0500005268;100005287
0500005269;100005288
0500005270;100005292
0500005271;100005293
0500005272;100005294
0500005273;100005295
0500005274;100005297
0500005363;100005331
0500004902;100005163
0500004903;100005164
0500004904;100005165
0500004905;100005166
0500005029;200000081
0500005040;100005199
0500005041;100005200
0500005042;100005201
0500005043;100005197
0500005045;100005203
0500004091;100004918
0500004092;100004919
0500004190;100004954
0500004191;100004953
0500004192;100004951
0500004193;100004950
0500004194;100004955
0500004195;100004949
0500004196;100004948
0500004197;100004946
0500004198;100004945
0500004199;100004943
0500004200;100004942
0500004201;100004940
0500004348;100004957
0500004349;100004937
0500003646;100004815
0500003647;100004813
0500003648;100004812
0500003649;100004810
0500003650;100004809
0500003404;100004777
0500003654;100004808
0500003655;100004807
0500003656;100004806
0500003658;100004804
0500004413;100005028
0500003803;100004834
0500003804;100004835
0500003805;100004836
0500003806;100004837
0500003829;100004858
0500004205;100004956
0500003401;EC-4781
0500004209;100004941
0500003511;100004795
0500003512;100004794
0500003515;100004793
0500004212;100004934
0500003516;100004792
0500003594;100004798
0500003595;100004799
0500003598;100004800
0500003600;100004801
0500003601;100004802
0500003493;100004789
0500003494;100004788
0500003561;100004797
0500003607;100004803
0500003445;100004787
0500003503;100004791
0500003748;100004818
0500003790;100004829
0500004014;100004899
0500004393;100005021
0500003749;100004821
0500003791;100004833
0500003792;100004831
0500003793;100004830
0500004247;100004989
0500004253;100004961
0500004266;100004975
0500004282;100005010
0500004396;100005020
0500004397;100005018
0500003794;100004828
0500003795;100004824
0500003534;100004796
0500003636;100004814
0500003394;100004782
0500003680;DEVIS
0500003681;100004817
0500004861;100005148
0500004862;100005152
0500004863;100005153
0500004864;100005146
0500004865;100005149
0500004866;100005150
0500004867;100005154
0500004868;100005156
0500004726;100005087
0500004728;100005086
0500004729;100005085
0500004274;200000075
0500004311;100004971
0500004153;100004930
0500004740;100005123
0500004741;100005124
0500004231;100004986
0500004275;100005005
0500004276;100005004
0500004277;100005002
0500004278;100005000
0500004279;100004999
0500004280;100004995
0500004281;100004994
0500003811;100004870
0500003812;100004871
0500003813;100004869
0500004235;100004904
0500004283;100005009
0500004284;100005008
0500004286;100005011
0500003814;100004868
0500003815;100004867
0500003817;100004866
0500004820;100005138
0500004821;100005140
0500004667;100005106
0500004290;100005007
0500004291;100005006
0500003820;100004865
0500003821;100004863
0500003822;100004862
0500003823;100004861
0500003910;100004877
0500003911;100004883
0500003912;100004882
0500004013;100004898
0500003444;100004786
0500004389;100005027
0500004391;100005022
0500003825;100004860
0500003826;100004859
0500003831;100004857
0500003833;100004856
0500003913;100004884
0500003914;100004885
0500003915;100004881
0500004739;100005122
0500004792;200000077
0500004794;100005128
0500004828;100005144
0500004675;100005110
0500004676;100005111
0500004677;100005107
0500004422;100005031
0500003835;100004855
0500003839;100004853
0500003918;100004880
0500003919;100004879
0500003920;100004878
0500003921;100004886
0500003923;100004876
0500004185;100004933
0500004186;100004935
0500004187;100004936
0500004188;100004934
0500004795;100005132
0500004835;100005144
0500004836;100005143
0500004838;100005143 -2
0500004839;100005143 -3
0500004840;100005143 -4
0500004678;100005105
0500004680;100005108
0500004683;100005102
0500004684;100005101
0500004306;100004972
0500003872;100004822
0500004491;100005034
0500004610;100005070
0500004796;100005133
0500004798;100005104
0500004687;100005098
0500004688;100005097
0500004690;100005094
0500003974;100004888
0500003976;100004887
0500004611;100005068
0500004612;100005066
0500004613;100005065
0500004614;100005062
0500004758;100005125
0500004759;100005126
0500004800;100005120
0500004691;100005093
0500004244;100004984
0500004258;100004980
0500003931;100004875
0500004106;100004927
0500004528;100005046
0500004764;100004784 - renvoi
0500004214;100004921
0500004243;100004985
0500003933;100004874
0500003938;100004832
0500004107;100004926
0500004108;200000074
0500004699;100005114
0500004215;100004920
0500004249;100004988
0500004250;100004966
0500004068;100004916
0500004706;100005117
0500004251;100004964
0500004252;100004962
0500004324;100004968
0500004531;100005047
0500004533;100005048
0500004534;200000076
0500004805;100005136
0500004709;100005116
0500004711;100005115
0500004712;100005112
0500004255;100004960
0500004268;100004987
0500004326;100005014
0500004537;100005050
0500004539;100005051
0500004713;100005119
0500004716;100005109
0500004256;100004983
0500004257;100004959
0500004259;100004958
0500003984;100004890
0500003985;100004891
0500003986;100004892
0500003987;100004893
0500003988;100004894
0500004773;100005129
0500004774;100005130
0500004857;100005137
0500004719;100005099
0500003431;100004784
0500003432;100004785
0500004226;100004967
0500004263;100004977
0500004332;100004993
0500004335;100004981
0500003989;100004895
0500004813;100005134
0500004858;100005156
0500004859;100005155
0500004720;100005092
0500004722;100005088
0500004724;100005089
0500003433;200000072
0500003438;200000072
0500004265;100004976
0500004319;100004970
0500004321;100004969
0500005989;100005597
0500006039;100005603
0500006857;100005697
0500006858;100005698
0500006859;100005700
0500006860;100005701
0500006861;100005702
0500006862;100005703
0500006863;100005699
0500006590;100005600
0500006876;100005704
0500006040;200000085
0500006091;100005607
0500006094;200000086
0500006048;100005599
0500006103;100005608
0500006226;100005625
0500006229;100005624
0500006579;100005659
0500005912;100005577
0500006147;100005618
0500006238;100005627
0500006396;5642
0500006284;100005630
0500006285;100005631
0500006616;100005667
0500006617;100005668
0500006520;100005655
0500006521;100005656
0500006522;100005657
0500006523;100005658
0500005939;100005580
0500005940;100005582
0500005941;100005581
0500006585;100005663
0500006126;100005614
0500006630;100005666
0500006409;100005644
0500005946;100005583
0500006466;100005648
0500006467;100005647
0500005949;100005589
0500005950;100005590
0500006178;100005616
0500006252;100005629
0500006013;100005601
0500006014;100005602
0500006248;100005628
0500006379;100005641
0500006137;200000087
0500007331;100005744
0500007341;100005745
0500007371;100005747
0500007580;100005764
0500007204;100005733
0500007206;100005735
0500004510;100005040
0500006910;100005708
0500007463;100005760
0500006973;100005713
0500007641;100005767
0500007642;100005770
0500007643;100005768
0500007645;100005771
0500006303;200000090
0500006304;100005635
0500007439;100005759
0500007528;100005762
0500007644;100005769
0500007259;100005738
0500007286;100005739
0500007287;100005740
0500007382;100005748
0500007557;100005763
0500007595;100005765
0500007252;100005736
0500007389;100005753
0500007390;100005754
0500007391;100005756
0500007392;100005757
0500007394;100005750
0500007396;100005752
0500007397;100005758
0500007316;100005741
0500007317;100005742
0500007318;100005743
0500007241;100005737
0500007616;100005766
0500007431;100005755
0500007395;100005751
0500007393;100005749
0500007723;100005775
0500007509;100005761
0500007724;100005776
0500006674;100005670
0500007024;100005719
0500007043;100005721
0500007044;100005723
0500007045;100005720
0500006906;100005695
0500005948;100005585
0500007001;100005715
0500007349;100005746
0500006488;100005649
0500005961;100005591
0500006982;100005714
0500007004;100005716
0500007005;100005717
0500004390;100005026
0500006888;100005705
0500006918;100005710
0500006919;100005709
0500005974;100005592
0500006511;100005651
0500006512;100005653
0500006513;100005654
0500007110;100005726
0500007111;100005727
0500007758;100005778
0500007759;100005777
0500006514;100005650
0500006516;100005652
0500006892;100005706
0500005979;100005593
0500007761;100005779
0500007762;100005780
0500006928;100005711
0500006898;100005707
0500007021;100005718
0500007763;100005781
0500007128;100005724
0500006726;100005680
0500006758;100005687
0500006194;100005626
0500006835;100005693
0500008150;100005858
0500006703;100005678
0500006704;100005679
0500006546;100005660
0500006573;100005645
0500006113;100005610
0500006114;100005611
0500006115;100005612
0500006116;100005613
0500007186;100005722
0500006112;100005609
0500006734;100005681
0500005894;100005568
0500005911;100005576
0500006163;200000087-complement
0500006299;100005633
0500006844;100005694
0500007097;100005725
0500007190;100005731
0500006805;100005690
0500006804;100005688
0500006166;200000088
0500006669;100005669
0500006670;100005671
0500006671;100005673
0500006672;100005675
0500006673;100005677
0500006675;100005672
0500006676;100005674
0500006677;100005676
0500006678;200000091
0500006168;100005594
0500006169;100005622
0500006170;100005621
0500006341;100005639
0500006342;100005637
0500006343;100005638
0500006402;100005643
0500006344;100005640
0500006735;100005683
0500006736;100005684
0500006313;100005636
0500006854;100005696
0500007167;100005728
0500007168;100005729
0500007169;100005730
0500006745;100005685
0500006788;100005686
0500006193;100005623
0500007782;100005783
0500009379;100006220
0500009380;100006221
0500009381;100006222
0500009382;100006223
0500009409;100006228
0500009473;100006230
0500009504;100006232
0500009567;100006243
0500009568;100006244
0500009569;100006246
0500008698;100006130
0500009003;100006160
0500009404;100006227
0500008288;100005902
0500008381;100005962
0500009419;100006229
0500009031;100006166
0500009030;100006164
0500009032;100006168
0500009033;100006162
0500009034;100006163
0500009035;100006165
0500009036;100006167
0500008407;100005985
0500008419;100005992
0500007801;100005784
0500007794;100005786
0500009480;100006231
0500008604;100006095
0500007793;100005785
0500008074;100005845
0500008643;100006120
0500008740;100006132
0500007795;100005787
0500009394;100006224
0500009543;100006234
0500009544;100006237
0500009545;100006239
0500009546;100006233
0500009364;100006218
0500009399;100006226
0500008091;100005846
0500009582;100006247
0500009561;100006240
0500008681;100006129
0500009547;100006235
0500008760;100006134
0500008978;100006157
0500008999;100006159
0500009563;100006241
0500009565;100006242
0500008151;100005859
0500008152;100005860
0500008154;100005861
0500008197;100005871
0500008897;100006119
0500008950;100006151
0500008387;100005959
0500008388;100005966
0500008389;100005965
0500008328;100005942
0500008319;100005923
0500008391;100005968
0500008439;100006006
0500008440;100006009
0500008441;100006007
0500008442;100006008
0500008443;100006010
0500008136;100005856
0500008924;100006147
0500008284;100005889
0500008285;100005897
0500008286;100005898
0500008287;100005900
0500008289;100005904
0500008291;100005911
0500008293;100005916
0500008295;100005919
0500008297;100005924
0500008298;100005930
0500008299;100005931
0500008300;100005935
0500008301;100005937
0500008302;100005938
0500008303;100005941
0500008304;100005890
0500008305;100005891
0500008306;100005892
0500008307;100005893
0500008308;100005894
0500008309;100005895
0500008310;100005896
0500008311;100005901
0500008312;100005905
0500008313;100005913
0500008314;100005914
0500008315;100005915
0500008316;100005918
0500008318;100005921
0500008320;100005928
0500008321;100005929
0500008322;100005932
0500008323;100005933
0500008329;100005943
0500008392;100005971
0500008393;100005976
0500008394;100005977
0500008396;100005973
0500008397;100005974
0500008398;100005975
0500008399;100005979
0500008400;100005980
0500008402;100005984
0500008445;100005991
0500008446;100006012
0500008447;100006011
0500008449;100006013
0500008450;100006015
0500008451;100006016
0500008037;100005831
0500008038;100005833
0500008039;100005834
0500008040;100005838
0500008041;100005839
0500008042;100005842
0500008043;100005843
0500008044;100005832
0500008045;100005836
0500008046;100005837
0500008047;100005840
0500008049;100005844
0500008395;100005972
0500008165;100005863
0500008166;100005864
0500008167;100005865
0500008203;100005873
0500008845;100006142
0500007963;100005823
0500008411;100005986
0500008412;100005987
0500008413;100005988
0500008116;100005854
0500008117;100005853
0500008169;100005866
0500008241;100005887
0500008254;100005880
0500008255;100005881
0500008257;100005883
0500008258;100005884
0500008274;100005888
0500008343;100005946
0500008344;100005947
0500008173;100005867
0500008205;100005874
0500008902;100006145
0500007871;100005808
0500007909;100005797
0500007967;100005825
0500008347;100005868
0500008048;100005841
0500008207;100005872
0500008209;100005875
0500008210;100005877
0500008211;100005876
0500008452;100006017
0500008453;100006018
0500008454;100006014
0500008455;100006020
0500008456;100006021
0500008457;100006019
0500008458;100006013
0500008459;100005999
0500008460;100005994
0500008884;100006144
0500007971;100005822
0500007972;100005826
0500008176;100005869
0500007872;100005789
0500007874;100005794
0500007875;100005806
0500008938;100006149
0500008352;100005948
0500008831;100006137
0500008888;100006076-bis
0500007876;100005810
0500007917;100005818
0500007976;100005827
0500008940;100006150
0500008290;100005906
0500008292;100005912
0500008317;100005920
0500008422;100005996
0500008423;100005993
0500007977;100005824
0500008296;100005922
0500008342;100005945
0500008424;100005997
0500008294;100005917
0500008528;100006054
0500008529;100006055
0500008425;100005998
0500007879;100005811
0500008324;100005934
0500008325;100005936
0500008326;100005939
0500008427;100006000
0500008428;100006001
0500008187;100005870
0500008327;100005940
0500008360;100005951
0500008361;100005952
0500008362;100005949
0500008363;100005950
0500008364;100005953
0500008094;100005835
0500008095;100005847
0500008096;100005848
0500008097;100005849
0500008225;100005879
0500008401;100005983
0500008835;100006141
0500008865;100006143
0500008911;100006146
0500007882;100005812
0500008366;100005955
0500008367;100005954
0500008368;100005956
0500008430;100006004
0500008431;100006002
0500008432;100006003
0500008433;100006005
0500008098;100005852
0500008099;100005851
0500008148;100005857
0500008134;100005855
0500008792;100006139
0500008793;100006136
0500008794;100006138
0500008795;100006140
0500007887;100005814
0500009611;100006254
0500009612;100006255
0500008470;100006026
0500008542;100006062
0500009645;100006263
0500009673;100006270
0500009242;100006212
0500009243;100006213
0500009244;100006214
0500007830;100005788
0500008478;100006027
0500009143;100006202
0500009233;100006210
0500008968;100006155
0500008334;100005944
0500008471;100006024
0500008480;100006028
0500008540;100006058
0500008970;100006156
0500009288;100006216
0500008490;100006030
0500008557;100006064
0500009056;100006170
0500009058;100006172
0500008951;100006153
0500008952;100006152
0500008370;100005957
0500008496;100006033
0500008497;100006034
0500008560;100006065
0500008561;100006067
0500008562;100006072
0500008563;100006068
0500009648;100006264
0500009649;100006265
0500009400;100006219
0500008564;100006071
0500008566;100006075
0500008567;100006082
0500008568;100006085
0500008570;100006076
0500008571;100006078
0500008572;100006079
0500008573;100006080
0500009085;100006178
0500009139;100006201
0500009651;100006262
0500009652;100006266
0500008214;100005878
0500008501;100006032
0500008504;100006039
0500008505;100006038
0500008491;100006029
0500008576;100006084
0500008578;100006081
0500008579;100006073
0500008582;100006070
0500009093;100006179
0500009619;100006258
0500009205;100006208
0500008379;100005960
0500008380;100005961
0500008506;100006040
0500008507;100006035
0500008509;100006041
0500008510;100006042
0500008511;100006043
0500008512;100006044
0500008513;100006045
0500008503;100006031
0500009653;100006267
0500009202;100006207
0500008515;100006047
0500008516;100006048
0500008517;100006049
0500008518;100006050
0500008519;100006053
0500008588;100006089
0500009631;100006259
0500009632;100006260
0500009006;100006161
0500008384;100005963
0500008385;100005964
0500008589;100006087
0500008959;100006154
0500008375;100005958
0500008414;100005989
0500008592;100006092
0500008593;100006088
0500008594;100006091
0500008595;100006077
0500008596;100006093
0500009657;100006268
0500009215;100006209
0500009317;100006217
0500009599;100006249
0500009600;100006250
0500008415;100005990
0500009057;100006173
0500009220;100006204
0500008533;100006056
0500008599;100006094
0500009287;6211
0500009290;6215
0500008467;100006022
0500008468;100006023
0500008606;100006097
0500009664;100006269
0500008537;100006060
0500008538;100006061
0500008539;100006057
0500008541;100006059
0500008608;100006098
0500009609;100006253
0500009610;100006256
0500008727;100006131
0500008616;100006106
0500008012;100005830
0500007841;100005790
0500007842;100005791
0500007843;100005792
